	vclaim	title
694	The last time Republicans controlled the presidency and Congress was in 1928, and the U.S. sunk into the Great Depression within a year.	Republicans Last Controlled U.S. Government in 1928 and Depression Followed?
695	The late songstress Aretha Franklin worked for Donald Trump on numerous occasions.	Did Aretha Franklin ‘Work for’ Donald Trump on Numerous Occasions?
696	"The mainstream media suppressed video of a massive march in which Muslims chanted ""death to America."""	Media Blackout of Video Showing Muslims Chanting ‘Death to America’?
697	"The name of the children's game ""tag"" originated as the acronym of ""touch and go."""	Etymology of ‘Tag’
698	The number of ballots cast in Broward County in the 2018 general election was greater than the number of voters registered there.	Did Broward County Record More Votes Than Registered Voters in November 2018?
699	"The official logo of the Alabama Democratic Party, adopted in 1904 and not replaced until 1966, featured an illustration of a crowing rooster and the slogan ""White Supremacy, For the RIght."""	Did a State Democratic Party Logo Once Feature the Slogan ‘White Supremacy’?
700	"The parents of murdered DNC staffer Seth Rich thanked ""the Internet"" for spreading a debunked claim he had leaked thousands of e-mails to WikiLeaks."	Seth Rich’s Parents ‘Thank’ Internet for Spreading Rumor He Leaked Thousands of E-Mails to WikiLeaks?
701	"The pharmacy-store chain CVS is a ""major donor"" to U.S. President Donald Trump's 2020 reelection campaign."	Is CVS a Major Donor to Trump’s 2020 Reelection Campaign?
702	The popular video game Minecraft is shutting down in 2020.	Is Minecraft Shutting Down?
703	The royal family's official town crier announced the birth of Prince William and the Duchess of Cambridge's third child.	Did a Town Crier Announce the Royal Birth?
704	The school shooting rate in non-Christian Japan is vastly lower than that of mostly Christian Texas.	School Shootings in Christian Texas vs. Non-Christian Japan
705	"The song ""Over the Rainbow"" was written about the Jewish experience during the Holocaust."	Is the Song ‘Over the Rainbow’ About the Holocaust?
706	The sons of several top Democrats worked for Ukraine-linked energy companies, as part of a conspiracy involving the Clinton Foundation.	Did Sons of Top Democrats Do Business in Ukraine As Part of Clinton-Linked Conspiracy?
707	"The state of Iowa has seen an alarming increase in ""vanishing"" children reports in the summer of 2018."	Has Iowa Seen an Alarming Increase in “Vanishing Children” This Summer?
708	The state of New Jersey is currently conducting, or plans to conduct, house-to-house confiscations of banned high-capacity gun magazines.	Is New Jersey Conducting Door-to-Door Gun Confiscations?
709	"The state of South Carolina executed 14-year-old George Stinney in 1944, but a judge from the same court declared his ""innocence"" in 2014."	Did South Carolina Execute 14-Year-Old George Stinney, Then Declare Him Innocent 70 Years Later?
710	"The telecommunications company Bell Canada is donating 5 cents for certain social media interactions during ""Bell Let's Talk Day."""	Is #BellLetsTalk a Legitimate Fundraising Effort for Mental Health?
711	The train carrying GOP members of Congress to a West Virginia retreat crashed due to a Deep State plot.	Did a Train Carrying GOP Congressmen Crash Due to a ‘Deep State’ Plot?
712	The widely debated practice of separating families at the border is mandated by Public Law 107-296, which was passed by Democrats in 2002.	Does a Specific Law Mandate Family Separation and Detention of Minors?
713	"The word ""maga"" means ""easily fooled idiot"" in Nigerian Pidgin."	Does ‘Maga’ Mean ‘Easily Fooled Idiot’ in Nigerian Pidgin?
714	Then-Secretary of State Clinton ordered then-FBI Director Robert Mueller to deliver highly enriched uranium to the Russians in a secret plane-side meeting in 2009.	Did Hillary Clinton Tell FBI’s Mueller to Deliver Uranium to Russians in 2009 ‘Secret Tarmac Meeting’?
715	"Theodore Roosevelt said: ""There is but one answer to terrorism and it is best delivered with a Winchester rifle."""	Did Teddy Roosevelt Say the ‘One Answer to Terrorism’ Is a Winchester Rifle?
716	There are small islands of fire ants floating in the floodwaters from Tropical Storm Harvey.	Are There Floating Islands of Fire Ants in Hurricane-Flooded Areas of Texas?
717	"Thomas Daffron, Sen. Susan Collins' husband, is ""a lobbyist for a firm that has numerous connections to Russia and Russian oligarchs."""	Is Senator Susan Collins’ Husband a ‘Lobbyist for Russian Interests’?
718	Three migrants at the U.S.-Mexico border were photographed with identification numbers written on their forearms.	Were Immigrants at the U.S.-Mexico Border Photographed with Numbers Written on Their Arms?
719	Three million non-citzens voted illegally in the 2016 presidential election.	Three Million Votes in Presidential Election Cast by ‘Illegal Aliens’?
720	"Tickets issued for President Trump's first State of the Union address contain a misspelling of the word ""union."""	Misspelled Tickets Issued for ‘State of the Uniom’ Address?
721	"Tomi Lahren said that watching children being hit with tear gas ""was the highlight” of her Thanksgiving weekend."	Did Tomi Lahren Say Children Getting Tear Gassed Was the “Highlight” of Her Thanksgiving?
722	Top advisers to President Trump believe he is misleading them about being blackmailed by Russia.	Do Trump’s Top Advisers Believe He is Misleading Them About Russian Blackmail?
723	Trump arranged a deal with Carrier that kept a thousand jobs in the United States.  	Donald Trump Brokers Deal With Carrier to Keep Jobs in America
724	Trump blasted the electoral college in 2012.	Donald Trump Described the Electoral College as a ‘Disaster’ in 2012
725	Trump has spent 278.5 years of presidential salary funded by taxpayers on golf outings.	Has Trump Spent ‘278.5 Years’ of Salary on Taxpayer-Funded Golf Outings?
726	Tulsi Gabbard did not vote on the U.S. House of Representatives' resolution to formalize impeachment proceedings against President Donald Trump because she's a senator.	Did Tulsi Gabbard Not Vote on House Impeachment Measure Because She’s a Senator?
727	Two black men, Alize Ramon Smith and Jarron Keonte Moreland of Moore, Oklahoma, were lynched by four white people in April 2018, a crime that was largely ignored by the media.	Were Two Young Black Men Lynched in Oklahoma Without Media Attention?
728	Two women entered a closed amusement park and then sued its operators after injuring themselves while improperly self-operating an attraction.	Did Two Women Sue a Water Park for Injuries After Breaking into It?
729	U.S. Congressman Brian Mast tweeted an image of a Russian battlecruiser while wishing the U.S. Navy a happy birthday.	Did Congressman Tweet Pix of Russian Warship While Wishing US Navy Happy Birthday?
730	U.S. Democratic 2020 presidential candidate Joe Biden claimed he accumulated $280,000 in debt while attending college.	Did Joe Biden Claim He Accumulated $280,000 in College Debt?
731	U.S. Democrats announced a plan for a 42% sales tax to pay for Medicare for All.	Did Democrats Unveil a Plan for a 42% Sales Tax to Pay for Medicare for All?
732	U.S. Federal Election Commission Chair Ellen Weintraub wrote an open letter to President Donald Trump in August 2019, asking him to share any evidence he had of voter fraud.	Did the FEC Chair Ask Trump for Evidence of Voter Fraud, Writing ‘Lay Your Cards on the Table’?
733	U.S. House Intelligence Committee Chairman Adam Schiff unfairly refused to allow a Republican House member to pose questions during an impeachment inquiry.	Did Schiff Unfairly Squelch Stefanik at Impeachment Hearing?
734	U.S. House Speaker Nancy Pelosi said it's dangerous to let voters decide President Donald Trump's fate in the 2020 election.	Did Pelosi Say It’s ‘Dangerous’ to Let Voters Decide Trump’s Fate in 2020?
735	"U.S. President Donald Trump ""crashed"" a wedding a ""groped"" the bride."	Did President Trump ‘Crash’ a Wedding and ‘Grope’ the Bride?
736	U.S. President Donald Trump brandished his middle finger as a gesture of disdain, disrespect, or anger towards an astronaut who publicly corrected him.	Did President Trump Flip Off an Astronaut Who Corrected Him?
737	U.S. President Donald Trump displayed an altered graphic purporting to show Hurricane Dorian potentially hitting Alabama.	Did Trump Display an Altered Hurricane Dorian Map Showing Alabama in Its Path?
738	U.S. President Donald Trump has asked his advisers about the feasibility of stopping hurricanes with nuclear bombs.	Did Trump Ask Advisers About ‘Nuking’ Hurricanes?
739	"U.S. President Donald Trump is correct to say that Special Counsel Robert Mueller's report on Russian interference in the U.S. 2016 presidential election found ""no obstruction of justice."""	Did Mueller Conclude Trump Committed ‘No Obstruction’ in the 2016 Election Probe?
740	U.S. President Donald Trump laughed during a rally in Florida when an audience member suggested shooting migrants.	Did Trump Laugh When Audience Member at Rally Suggested Shooting Immigrants?
741	U.S. President Donald Trump met with 30 men in the U.S. House of Representatives' Freedom Caucus to discuss maternity care.	Did Trump Meet with 30 Men in Congress to Discuss Maternity Care?
742	U.S. President Donald Trump said American Revolutionary War troops took over airports.	Did Trump Say Revolutionary War Troops Took Over Airports?
743	"U.S. President Donald Trump said: ""Kim Jong Un is smarter and would make a better President than Sleepy Joe Biden."""	Did Pres. Trump Say Kim Jong Un ‘Is Smarter and Would Make a Better President’ Than Joe Biden?
